megnevezes,irsz
Fegyvernek,5231
Tiszabõ,5232
Tiszagyenda,5233
Tiszaroff,5234
Tiszabura,5235
Abádszalók,5241
Tiszaderzs,5243
Tiszaszõlõs,5244
Karcag - ,5300
Berekfürdõ,5309
Kisújszállás,5310
Kunmadaras,5321
Tiszaszentimre,5322
Tiszaszentimre - Újszentgyörgy,5323
Tomajmonostora,5324
Kenderes,5331
Kunhegyes,5340
Kenderes - Bánhalma,5349
Tiszafüred - ,5350
Tiszafüred - Tiszaörvény,5358
Tiszafüred - Kócsújfalu,5359
Tiszaigar,5361
Tiszaörs,5362
Nagyiván,5363
Mezõtúr,5400
Kétpó,5411
Kuncsorba,5412
Túrkeve,5420
Tiszaföldvár,5430
Martfû,5435
Kunszentmárton,5440
Kunszentmárton - Kungyalu,5449
Öcsöd,5451
Mesterszállás,5452
Mezõhék,5453
Tiszaföldvár - Homok,5461
Cibakháza,5462
Nagyrév,5463
Tiszainoka,5464
Cserkeszõlõ,5465
Tiszakürt,5471
Tiszasas,5474
Csépa,5475
Szelevény,5476
Gyomaendrõd - Gyoma,5500
Gyomaendrõd - Endrõd,5502
Dévaványa,5510
Ecsegfalva,5515
Körösladány,5516
Szeghalom,5520
Füzesgyarmat,5525
Kertészsziget,5526
Bucsa,5527
Vésztõ,5530
Okány,5534
Körösújfalu,5536
Zsadány,5537
Biharugra,5538
Körösnagyharsány,5539
Szarvas,5540
Csabacsûd,5551
Kardos,5552
Kondoros,5553
Hunya,5555
Örménykút,5556
Békésszentandrás,5561
Békéscsaba,5600
Csabaszabadi,5609
Csárdaszállás,5621
Köröstarcsa,5622
Békéscsaba - Gerla,5623
Doboz,5624
Békés,5630
Tarhos,5641
Bélmegyer,5643
Mezõberény,5650
Újkígyós,5661
Csanádapáca,5662
Medgyesbodzás,5663
Medgyesbodzás - Gábortelep,5664
Pusztaottlaka,5665
Medgyesegyháza,5666
Magyarbánhegyes,5667
Nagybánhegyes,5668
Békéscsaba - Mezõmegyer,5671
Murony,5672
Kamut,5673
Kétsoprony,5674
Telekgerendás,5675
Gyula,5700
Gyula - Gyulavári,5711
Szabadkígyós,5712
Sarkad,5720
Kötegyán,5725
Méhkerék,5726
Újszalonta,5727
Sarkadkeresztúr,5731
Mezõgyán,5732
Geszt,5734
Kétegyháza,5741
Elek,5742
Lõkösháza,5743
Kevermes,5744
Dombiratos,5745
Kunágota,5746
Almáskamarás,5747
Nagykamarás,5751
Medgyesegyháza - Bánkút,5752
Mezõkovácsháza - ,5800
Végegyháza,5811
Mezõhegyes,5820
Battonya,5830
Dombegyház,5836
Kisdombegyház,5837
Magyardombegyház,5838
Orosháza,5900
Orosháza - Rákóczitelep,5903
Orosháza - Gyopárosfürdõ,5904
Orosháza - Szentetornya,5905
Pusztaföldvár,5919
Csorvás,5920
Gerendás,5925
Nagyszénás,5931
Gádoros,5932
Tótkomlós,5940
Kardoskút,5945
Békéssámson,5946
Kaszaper,5948
Kecskemét,6000
Kecskemét - Méntelek,6008
Szentkirály,6031
Nyárlõrinc,6032
Városföld,6033
Helvécia,6034
Ballószög,6035
Kerekegyháza,6041
Fülöpháza,6042
Kunbaracs,6043
Kecskemét - Hetényegyháza,6044
Ladánybene,6045
Lajosmizse,6050
Felsõlajos,6055
Tiszakécske,6060
Tiszakécske - Tiszabög,6062
Tiszaug,6064
Lakitelek,6065
Tiszaalpár - Alpár,6066
Tiszaalpár - Tiszaújfalu,6067
Izsák,6070
Páhi,6075
Ágasegyháza,6076
Orgovány,6077
Jakabszállás,6078
Szabadszállás,6080
Fülöpszállás,6085
Szalkszentmárton,6086
Dunavecse,6087
Apostag,6088
Kunszentmiklós,6090
Kunpeszér,6096
Kunadacs,6097
Tass,6098
Kiskunfélegyháza,6100
Gátér,6111
Pálmonostora,6112
Petõfiszállás,6113
Bugac,6114
Bugacpusztaháza,6114
Kunszállás,6115
Fülöpjakab,6116
Kiskunmajsa,6120
Szank,6131
Móricgát,6132
Jászszentlászló,6133
Kömpöc,6134
Csólyospálos,6135
Harkakötöny,6136
Kiskõrös,6200
Kaskantyú,6211
Akasztó,6221
Csengõd,6222
Soltszentimre,6223
Tabdi,6224
Soltvadkert,6230
Bócsa,6235
Tázlár,6236
Kecel,6237
Imrehegy,6238
Császártöltés,6239
Kalocsa,6300
Öregcsertõ,6311
Solt,6320
Újsolt,6321
Dunaegyháza,6323
Dunatetétlen,6325
Harta,6326
Harta - Állampuszta,6327
Dunapataj,6328
Foktõ,6331
Uszód,6332
Dunaszentbenedek,6333
Géderlak,6334
Ordas,6335
Szakmár,6336
Újtelek,6337
Homokmégy,6341
Drágszél,6342
Miske,6343
Hajós,6344
Nemesnádudvar,6345
Sükösd,6346
Érsekcsanád,6347
Érsekhalma,6348
Bátya,6351
Fajsz,6352
Dusnok,6353
Kiskunhalas - ,6400
Zsana,6411
Balotaszállás,6412
Kunfehértó,6413
Pirtó,6414
Kisszállás,6421
Tompa,6422
Kelebia,6423
Csikéria,6424
Bácsszõlõs,6425
Bácsalmás,6430
Kunbaja,6435
Jánoshalma,6440
Kéleshalom,6444
Borota,6445
Rém,6446
Felsõszentiván,6447
Csávoly,6448
Mélykút,6449
Tataháza,6451
Mátételke,6452
Bácsbokod,6453
Bácsborsód,6454
Katymár,6455
Madaras,6456
Baja,6500
Baja - Bajaszentistván,6503
Bácsszentgyörgy,6511
Szeremle,6512
Dunafalva,6513
Vaskút,6521
Gara,6522
Csátalja,6523
Dávod,6524
Hercegszántó,6525
Nagybaracska,6527
Bátmonostor,6528
Szentes,6600
Nagytõke,6612
Derekegyház,6621
Nagymágocs,6622
Árpádhalom,6623
Eperjes,6624
Fábiánsebestyén,6625
Mindszent,6630
Szegvár,6635
Mártély,6636
Csongrád,6640
Felgyõ,6645
Tömörkény,6646
Csanytelek,6647
Csongrád - Bokros,6648
Szeged - ,6700
Algyõ,6750
Újszentiván,6754
Kübekháza,6755
Tiszasziget,6756
Röszke,6758
Kistelek,6760
Sándorfalva,6762
Szatymaz,6763
Balástya,6764
Csengele,6765
Dóc,6766
Ópusztaszer,6767
Baks,6768
Pusztaszer,6769
Deszk,6772
Klárafalva,6773
Ferencszállás,6774
Kiszombor,6775
Domaszék,6781
Mórahalom,6782
Ásotthalom,6783
Öttömös,6784
Pusztamérges,6785
Ruzsa,6786
Zákányszék,6787
Zsombó,6792
Forráskút,6793
Üllés,6794
Bordány,6795
Hódmezõvásárhely,6800
Hódmezõvásárhely - Kútvölgy,6805
Hódmezõvásárhely - Szikáncs,6806
Székkutas,6821
Makó,6900
Makó - Rákos,6903
Királyhegyes,6911
Kövegy,6912
Csanádpalota,6913
Pitvaros,6914
Csanádalberti,6915
Ambrózfalva,6916
Nagyér,6917
Maroslele,6921
Földeák,6922
Óföldeák,6923
Apátfalva,6931
Magyarcsanád,6932
Nagylak,6933
Sárbogárd - ,7000
Sárbogárd - Sárszentmiklós,7003
Alap,7011
Alsószentiván,7012
Cece,7013
Sáregres,7014
Igar,7015
Igar - Vámszõlõhegy,7016
Mezõszilas,7017
Sárbogárd - Pusztaegres,7018
Sárbogárd - Sárhatvan,7019
Dunaföldvár - ,7020
Bölcske,7025
Madocsa,7026
Paks - Dunakömlõd,7027
Paks - ,7030
Pusztahencse,7038
Németkér,7039
Vajta,7041
Pálfa,7042
Bikács,7043
Nagydorog,7044
Györköny,7045
Sárszentlõrinc,7047
Kajdacs,7051
Kölesd,7052
Tengelic,7054
Szedres,7056
Medina,7057
Belecska,7061
Keszõhidegkút,7062
Szárazd,7063
Gyönk,7064
Miszla,7065
Udvari,7066
Varsád,7067
Kistormás,7068
Szakadát,7071
Diósberény,7072
Simontornya,7081
Kisszékely,7082
Tolnanémedi,7083
Pincehely,7084
Nagyszékely,7085
Ozora,7086
Fürged,7087
Tamási,7090
Pári,7091
Nagykónyi,7092
Értény,7093
Koppányszántó,7094
Iregszemcse,7095
Újireg,7095
Nagyszokoly,7097
Magyarkeszi,7098
Felsõnyék,7099
Szekszárd,7100
Szálka,7121
Kakasd,7122
Tolna,7130
Tolna - Mözs,7131
Bogyiszló,7132
Fadd,7133
Gerjen,7134
Dunaszentgyörgy,7135
Fácánkert,7136
Bátaszék,7140
Pörböly,7142
Õcsény,7143
Decs,7144
Sárpilis,7145
Várdomb,7146
Alsónána,7147
Alsónyék,7148
Báta,7149
Bonyhád,7150
Bonyhádvarasd,7158
Kisdorog,7159
Cikó,7161
Grábóc,7162
Mõcsény,7163
Bátaapáti,7164
Mórágy,7165
Sióagárd,7171
Harc,7172
Zomba,7173
Kéty,7174
Felsõnána,7175
Murga,7176
Tevel,7181
Závod,7182
Kisvejke,7183
Lengyel,7184
Mucsfa,7185
Aparhant,7186
Nagyvejke,7186
Bonyhád - Majos,7187
Szárász,7188
Hõgyész,7191
Szakály,7192
Regöly,7193
Kalaznó,7194
Mucsi,7195
Dombóvár,7200
Dalmand,7211
Kocsola,7212
Szakcs,7213
Lápafõ,7214
Várong,7214
Nak,7215
Dúzs,7224
Csibrák,7225
Kurd,7226
Gyulaj,7227
Döbrököz,7228
Kapospula,7251
Attala,7252
Csoma,7253
Szabadi,7253
Nagyberki,7255
Kercseliget,7256
Mosdós,7257
Baté,7258
Kaposkeresztúr,7258
Taszár,7261
Kaposhomok,7261
Fonó,7271
Gölle,7272
Büssü,7273
Kazsok,7274
Igal,7275
Somogyszil,7276
Gadács,7276
Kisgyalán,7279
Bonnya,7281
Kisbárapáti,7282
Fiad,7282
Somogyacsa,7283
Somogydöröcske,7284
Törökkoppány,7285
Kára,7285
Szorosad,7285
Komló,7300
Mánfa,7304
Mecsekpölöske,7305
Liget,7331
Magyaregregy,7332
Kárász,7333
Vékény,7333
Szalatnak,7334
Köblény,7334
Csikóstõttõs,7341
Mágocs,7342
Nagyhajmás,7343
Mekényes,7344
Alsómocsolád,7345
Bikal,7346
Egyházaskozár,7347
Hegyhátmaróc,7348
Tófû,7348
Szászvár,7349
Máza,7351
Györe,7352
Izmény,7353
Váralja,7354
Nagymányok,7355
Kismányok,7356
Jágónak,7357
Kaposszekcsõ,7361
Vásárosdombó,7362
Gerényes,7362
Tarrós,7362
Sásd,7370
Felsõegerszeg,7370
Mezõd,7370
Oroszló,7370
Palé,7370
Varga,7370
Vázsnok,7370
Kisvaszar,7381
Ág,7381
Tékes,7381
Tormás,7383
Baranyaszentgyörgy,7383
Szágy,7383
Baranyajenõ,7384
Gödre - Gödreszentmárton,7385
Gödre - Gödrekeresztúr,7386
Mindszentgodisa,7391
Kisbeszterce,7391
Kishajmás,7391
Bakóca,7393
Magyarhertelend,7394
Bodolyabér,7394
Magyarszék,7396
Kaposvár,7400
Zselickislak,7400
Juta,7431
Hetes,7432
Csombárd,7432
Mezõcsokonya,7434
Somogysárd,7435
Újvárfalva,7436
Bodrog,7439
Magyaregres,7441
Várda,7442
Somogyjád,7443
Alsóbogát,7443
Edde,7443
Osztopán,7444
Somogyaszaló,7452
Kaposvár - Kaposfüred,7451
Mernye,7453
Somodor,7454
Somogygeszti,7455
Felsõmocsolád,7456
Ecseny,7457
Polány,7458
Orci,7461
Magyaratád,7463
Patalom,7463
Ráksi,7464
Szentgáloskér,7465
Zimány,7471
Szentbalázs,7472
Cserénfa,7472
Gálosfa,7473
Hajmás,7473
Kaposgyarmat,7473
Simonfa,7474
Zselicszentpál,7474
Bõszénfa,7475
Kaposszerdahely,7476
Szenna,7477
Patca,7477
Szilvásszentmárton,7477
Zselickisfalud,7477
Bárdudvarnok,7478
Sántos,7479
Nagyatád,7500
Ötvöskónyi,7511
Mike,7512
Rinyaszentkirály,7513
Tarany,7514
Somogyudvarhely,7515
Berzence,7516
Bolhás,7517
Kaposmérõ,7521
Kaposújlak,7522
Kaposfõ,7523
Kisasszond,7523
Kiskorpád,7524
Jákó,7525
Csököly,7526
Gige,7527
Rinyakovácsi,7527
Kadarkút,7530
Kõkút,7530
Hencse,7532
Hedrehely,7533
Visnye,7533
Lad,7535
Patosfa,7536
Homokszentgyörgy,7537
Kálmáncsa,7538
Szulok,7539
Kutas,7541
Kisbajom,7542
Beleg,7543
Szabás,7544
Nagykorpád,7545
Lábod,7551
Rinyabesenyõ,7552
Görgeteg,7553
Csokonyavisonta,7555
Rinyaújlak,7556
Barcs - Somogytarnóca,7557
Nagybajom,7561
Pálmajor,7561
Segesd,7562
Somogyszob,7563
Kaszó,7564
Barcs,7570
Komlósd,7582
Péterhida,7582
Babócsa,7584
Rinyaújnép,7584
Somogyaracs,7584
Háromfa,7585
Bakháza,7585
Bolhó,7586
Heresznye,7587
Vízvár,7588
Bélavár,7589
Pécs - ,7600
Kökény,7639
Erzsébet,7661
Kátoly,7661
Kékesd,7661
Szellõ,7661
Máriakéménd,7663
Berkesd,7664
Pereked,7664
Szilágy,7664
Pogány,7666
Keszü,7668
Gyód,7668
Bicsérd,7671
Aranyosgadány,7671
Zók,7671
Boda,7672
Kõvágószõlõs,7673
Cserkút,7673
Bakonya,7675
Kõvágótöttös,7675
Orfû,7677
Abaliget,7678
Husztót,7678
Kovácsszénája,7678
Hetvehely,7681
Okorvölgy,7681
Szentkatalin,7681
Bükkösd,7682
Helesfa,7683
Cserdi,7683
Dinnyeberki,7683
Hosszúhetény,7694
Mecseknádasd,7695
Óbánya,7695
Ófalu,7695
Hidas,7696
Mohács,7700
Bár,7711
Dunaszekcsõ,7712
Mohács - Újmohács,7714
Mohács - Sárhát,7715
Homorúd,7716
Kölked,7717
Udvar,7718
Pécsvárad,7720
Apátvarasd,7720
Lovászhetény,7720
Martonfa,7720
Zengõvárkony,7720
Erdõsmecske,7723
Feked,7724
Szebény,7725
Véménd,7726
Palotabozsok,7727
Somberek,7728
Görcsönydoboka,7728
Nagypall,7731
Fazekasboda,7732
Geresdlak,7733
Maráza,7733
Himesháza,7735
Erdõsmárok,7735
Szûr,7735
Székelyszabar,7737
Nagykozár,7741
Bogád,7742
Romonya,7743
Ellend,7744
Olasz,7745
Hásságy,7745
Belvárdgyula,7747
Birján,7747
Szederkény,7751
Monyoród,7751
Versend,7752
Szajk,7753
Bóly,7754
Töttös,7755
Borjád,7756
Kisbudmér,7756
Nagybudmér,7756
Pócsa,7756
Babarc,7757
Liptód,7757
Lánycsók,7759
Kisnyárád,7759
Kozármisleny,7761
Lothárd,7761
Magyarsarlós,7761
Pécsudvard,7762
Egerág,7763
Áta,7763
Kisherend,7763
Szemely,7763
Szõkéd,7763
Újpetre,7766
Kiskassa,7766
Peterd,7766
Pécsdevecser,7766
Vokány,7768
Kistótfalu,7768
Palkonya,7771
Villánykövesd,7772
Ivánbattyán,7772
Villány,7773
Kisjakabfalva,7773
Márok,7774
Magyarbóly,7775
Illocska,7775
Kislippó,7775
Lapáncsa,7775
Lippó,7781
Ivándárda,7781
Sárok,7781
Bezedek,7782
Majs,7783
Nagynyárád,7784
Sátorhely,7785
Siklós,7800
Kisharsány,7800
Nagytótfalu,7800
Szalánta,7811
Bisse,7811
Bosta,7811
Csarnóta,7811
Szilvás,7811
Túrony,7811
Garé,7812
Szava,7813
Ócsárd,7814
Babarcszõlõs,7814
Kisdér,7814
Siklósbodony,7814
Harkány,7815
Diósviszló,7817
Márfa,7817
Rádfalva,7817
Nagyharsány,7822
Siklósnagyfalu,7823
Kistapolca,7823
Egyházasharaszti,7824
Old,7825
Alsószentmárton,7826
Beremend,7827
Kásád,7827
Pellérd,7831
Görcsöny,7833
Regenye,7833
Szõke,7833
Baksa,7834
Tengeri,7834
Téseny,7834
Bogádmindszent,7836
Ózdfalu,7836
Hegyszentmárton,7837
Vajszló,7838
Besence,7838
Hirics,7838
Lúzsok,7838
Nagycsány,7838
Páprád,7838
Piskó,7838
Vejti,7838
Zaláta,7839
Kemse,7839
Sámod,7841
Adorjás,7841
Baranyahídvég,7841
Kisszentmárton,7841
Kórós,7841
Kémes,7843
Cún,7843
Drávapiski,7843
Szaporca,7843
Tésenfa,7843
Drávacsepely,7846
Kovácshida,7847
Drávaszerdahely,7847
Ipacsfa,7847
Drávacsehi,7849
Drávapalkonya,7850
Drávaszabolcs,7851
Gordisa,7853
Matty,7854
Szigetvár,7900
Botykapeterd,7900
Csertõ,7900
Nagypeterd,7912
Nyugotszenterzsébet,7912
Nagyváty,7912
Szentdénes,7913
Rózsafa,7914
Bánfa,7914
Katádfa,7914
Dencsháza,7915
Szentegát,7915
Lakócsa,7918
Szentborbás,7918
Tótújfalu,7918
Somogyhatvan,7921
Somogyapáti,7922
Basal,7923
Patapoklosi,7923
Somogyviszló,7924
Somogyhárságy,7925
Magyarlukafa,7925
Vásárosbéc,7926
Mozsgó,7932
Almáskeresztúr,7932
Szulimán,7932
Almamellék,7934
Ibafa,7935
Csebény,7935
Horváthertelend,7935
Szentlászló,7936
Boldogasszonyfa,7937
Szentlõrinc,7940
Csonkamindszent,7940
Kacsóta,7940
Szabadszentkirály,7951
Gerde,7951
Pécsbagota,7951
Velény,7951
Királyegyháza,7953
Magyarmecske,7954
Gilvánfa,7954
Gyöngyfa,7954
Kisasszonyfa,7954
Magyartelek,7954
Okorág,7957
Kákics,7958
Sellye,7960
Drávaiványi,7960
Drávasztára,7960
Marócsa,7960
Sósvertike,7960
Sumony,7960
Csányoszró,7964
Bogdása,7966
Drávafok,7967
Drávakeresztúr,7967
Markóc,7967
Felsõszentmárton,7968
Hobol,7971
Gyöngyösmellék,7972
Teklafalu,7973
Bürüs,7973
Endrõc,7973
Várad,7973
Kétújfalu,7975
Zádor,7976
Szörény,7976
Kastélyosdombó,7977
Drávagárdony,7977
Potony,7977
Drávatamási,7979
Pettend,7980
Nemeske,7981
Kistamási,7981
Merenye,7981
Molvány,7981
Tótszentgyörgy,7981
Nagydobsza,7985
Kisdobsza,7985
Istvándi,7987
Darány,7988
Székesfehérvár,8000
Székesfehérvár - Börgönd,8019
Csór,8041
Moha,8042
Iszkaszentgyörgy,8043
Kincsesbánya,8044
Isztimér,8045
Bakonykúti,8046
Sárkeresztes,8051
Fehérvárcsurgó,8052
Bodajk,8053
Balinka - Eszény,8054
Balinka,8055
Bakonycsernye,8056
Mór,8060
Nagyveleg,8065
Pusztavám,8066
Magyaralmás,8071
Söréd,8072
Csákberény,8073
Csókakõ,8074
Bodmér,8080
Zámoly,8081
Gánt,8082
Csákvár,8083
Vértesboglár,8085
Felcsút,8086
Alcsútdoboz,8087
Tabajd,8088
Vértesacsa,8089
Pátka,8092
Lovasberény,8093
Pákozd,8095
Sukoró,8096
Nadap,8097
Várpalota,8100
Pétfürdõ,8105
Tés,8109
Seregélyes,8111
Zichyújfalu,8112
Tác,8121
Csõsz,8122
Soponya,8123
Káloz,8124
Sárkeresztúr,8125
Sárszentágota,8126
Aba,8127
Enying,8130
Enying - Balatonbozsok,8131
Lepsény,8132
Mezõszentgyörgy,8133
Mátyásdomb,8134
Dég,8135
Lajoskomárom,8136
Mezõkomárom,8137
Szabadhídvég,8138
Szabadhídvég - Pélpuszta,8139
Úrhida,8142
Sárszentmihály,8143
Sárkeszi,8144
Nádasdladány,8145
Jenõ,8146
Szabadbattyán,8151
Kõszárhegy,8152
Polgárdi,8154
Kisláng,8156
Füle,8157
Õsi,8161
Küngös,8162
Csajág,8163
Balatonfõkajár,8164
Balatonvilágos,8171
Balatonakarattya,8172
Balatonkenese,8174
Balatonfûzfõ,8175
Berhida,8181
Berhida - Peremartongyártelep,8182
Papkeszi,8183
Balatonfûzfõ - Fûzfõgyártelep,8184
Öskü,8191
Hajmáskér,8192
Sóly,8193
Vilonya,8194
Királyszentistván,8195
Litér,8196
Veszprém,8200
Balatonalmádi - ,8220
Szentkirályszabadja,8225
Alsóörs,8226
Felsõörs,8227
Lovas,8228
Csopak,8229
Paloznak,8229
Balatonfüred,8230
Balatonszõlõs,8233
Tihany,8237
Aszófõ,8241
Balatonudvari,8242
Örvényes,8242
Balatonakali,8243
Dörgicse,8244
Pécsely,8245
Vászoly,8245
Tótvázsony,8246
Hidegkút,8247
Nemesvámos,8248
Veszprémfajsz,8248
Zánka,8251
Balatonszepezd,8252
Révfülöp,8253
Kõvágóörs,8254
Kékkút,8254
Balatonrendes,8255
Kõvágóörs - Pálköve,8255
Ábrahámhegy,8256
Salföld,8256
Badacsonytomaj - Badacsonyörs,8257
Badacsonytomaj,8258
Badacsonytomaj - Badacsony,8261
Badacsonytördemic,8263
Szigliget,8264
Hegymagas,8265
Mencshely,8271
Szentantalfa,8272
Balatoncsicsó,8272
Óbudavár,8272
Szentjakabfa,8272
Tagyon,8272
Monoszló,8273
Köveskál,8274
Balatonhenye,8275
Szentbékkálla,8281
Mindszentkálla,8282
Káptalantóti,8283
Nemesgulács,8284
Kisapáti,8284
Gyulakeszi,8286
Nagyvázsony,8291
Barnag,8291
Pula,8291
Vöröstó,8291
Öcs,8292
Kapolcs,8294
Vigántpetend,8294
Taliándörögd,8295
Monostorapáti,8296
Hegyesd,8296
Tapolca - Diszel,8297
Tapolca - ,8300
Raposka,8300
Zalahaláp,8308
Sáska,8308
Nemesvita,8311
Balatonederics,8312
Balatongyörök,8313
Vonyarcvashegy,8314
Gyenesdiás,8315
Várvölgy,8316
Vállus,8316
Lesencefalu,8317
Lesencetomaj,8318
Lesenceistvánd,8319
Uzsa,8321
Sümeg,8330
Mihályfa,8341
Kisvásárhely,8341
Szalapa,8341
Óhíd,8342
Zalaerdõd,8344
Hetyefõ,8344
Dabronc,8345
Gógánfa,8346
Ukk,8347
Rigács,8348
Megyer,8348
Zalameggyes,8348
Zalagyömörõ,8349
Sümegprága,8351
Bazsi,8352
Zalaszántó,8353
Vindornyalak,8353
Karmacs,8354
Vindornyafok,8354
Zalaköveskút,8354
Vindornyaszõlõs,8355
Kisgörbõ,8356
Nagygörbõ,8356
Sümegcsehi,8357
Döbröce,8357
Keszthely,8360
Nemesbük,8371
Cserszegtomaj,8372
Rezi,8373
Hévíz,8380
Sármellék,8391
Zalavár,8392
Szentgyörgyvár,8393
Alsópáhok,8394
Felsõpáhok,8395
Ajka - ,8400
Úrkút,8409
Veszprém - Kádárta,8411
Veszprém - Gyulafirátót,8412
Eplény,8413
Olaszfalu,8414
Nagyesztergár,8415
Dudar,8416
Csetény,8417
Bakonyoszlop,8418
Csesznek,8419
Zirc,8420
Bakonynána,8422
Szápár,8423
Jásd,8424
Lókút,8425
Pénzesgyõr,8426
Bakonybél,8427
Borzavár,8428
Porva,8429
Bakonyszentkirály,8430
Bakonyszentlászló,8431
Fenyõfõ,8432
Bakonygyirót,8433
Románd,8434
Gic,8435
Veszprémvarsány,8438
Sikátor,8439
Herend,8440
Márkó,8441
Hárskút,8442
Bánd,8443
Szentgál,8444
Városlõd,8445
Csehbánya,8445
Kislõd,8446
Ajka - Ajkarendek,8447
Ajka - Bakonygyepes,8448
Magyarpolány,8449
Ajka - Padragkút,8451
Halimba,8452
Szõc,8452
Nyirád,8454
Pusztamiske,8455
Noszlop,8456
Bakonypölöske,8457
Oroszi,8458
Devecser,8460
Kolontár,8468
Kamond,8469
Káptalanfa,8471
Bodorfa,8471
Nemeshany,8471
Gyepükaján,8473
Csabrendek,8474
Veszprémgalsa,8475
Hosztót,8475
Szentimrefalva,8475
Zalaszegvár,8476
Tüskevár,8477
Apácatorna,8477
Kisberzseny,8477
Somlójenõ,8478
Borszörcsök,8479
Somlóvásárhely,8481
Doba,8482
Somlószõlõs,8483
Kisszõlõs,8483
Nagyalásony,8484
Somlóvecse,8484
Vid,8484
Dabrony,8485
Karakószörcsök,8491
Kerta,8492
Iszkáz,8493
Kiscsõsz,8494
Csögle,8495
Nagypirit,8496
Kispirit,8496
Adorjánháza,8497
Egeralja,8497
Pápa,8500
Pápa - Borsosgyõr,8511
Nyárád,8512
Mihályháza,8513
Mezõlak,8514
Békás,8515
Kemeneshõgyész,8516
Magyargencs,8517
Kemenesszentpéter,8518
Nagyacsád,8521
Nemesgörzsöny,8522
Egyházaskeszõ,8523
Várkeszõ,8523
Marcaltõ - Ihász,8531
Marcaltõ,8532
Malomsok,8533
Takácsi,8541
Vaszar,8542
Gecse,8543
Nagygyimót,8551
Vanyola,8552
Lovászpatona,8553
Nagydém,8554
Bakonytamási,8555
Pápateszér,8556
Bakonyszentiván,8557
Bakonyság,8557
Csót,8558
Adásztevel,8561
Nagytevel,8562
Homokbödöge,8563
Ugod,8564
Béb,8565
Bakonykoppány,8571
Bakonyszücs,8572
Bakonyjákó,8581
Németbánya,8581
Farkasgyepû,8582
Pápa - Kéttornyúlak,8591
Nóráp,8591
Dáka,8592
Pápadereske,8593
Pápasalamon,8594
Kup,8595
Pápakovácsi,8596
Ganna,8597
Döbrönte,8597
Pápa - Tapolcafõ,8598
Siófok - ,8600
Nyim,8612
Balatonendréd,8613
Bálványos,8614
Kõröshegy,8617
Kereki,8618
Pusztaszemes,8619
Zamárdi,8621
Szántód,8622
Balatonföldvár,8623
Balatonszárszó,8624
Szólád,8625
Teleki,8626
Kötcse,8627
Nagycsepely,8628
Balatonboglár,8630
Ordacsehi,8635
Balatonszemes,8636
Balatonõszöd,8637
Balatonlelle,8638
Fonyód,8640
Balatonfenyves,8646
Balatonmáriafürdõ,8647
Balatonkeresztúr,8648
Balatonberény,8649
Balatonszabadi,8651
Siójut,8652
Ádánd,8653
Ságvár,8654
Som,8655
Nagyberény,8656
Bábonymegyer,8658
Tab,8660
Lulla,8660
Sérsekszõlõs,8660
Torvaj,8660
Zala,8660
Bedegkér,8666
Somogyegres,8666
Kánya,8667
Tengõd,8668
Miklósi,8669
Kapoly,8671
Zics,8672
Somogymeggyes,8673
Nágocs,8674
Andocs,8675
Karád,8676
Látrány,8681
Visz,8681
Somogytúr,8683
Somogybabod,8684
Gamás,8685
Balatonboglár - Szõlõskislak,8691
Szõlõsgyörök,8692
Gyugy,8692
Lengyeltóti,8693
Kisberény,8693
Hács,8694
Buzsák,8695
Táska,8696
Öreglak,8697
Somogyvár,8698
Pamuk,8698
Somogyvámos,8699
Marcali,8700
Csömend,8700
Somogyszentpál,8705
Nikla,8706
Pusztakovácsi,8707
Libickozma,8707
Somogyfajsz,8708
Marcali - Horvátkút,8709
Balatonszentgyörgy,8710
Vörs,8711
Balatonújlak,8712
Kéthely,8713
Marcali - Bize,8714
Kelevíz,8714
Gadány,8715
Mesztegnyõ,8716
Hosszúvíz,8716
Szenyér,8717
Nemeskisfalud,8717
Tapsony,8718
Böhönye,8719
Vése,8721
Nemesdéd,8722
Varászló,8723
Inke,8724
Iharosberény,8725
Iharos,8726
Somogycsicsó,8726
Pogányszentpéter,8728
Hollád,8731
Tikos,8731
Sávoly,8732
Fõnyed,8732
Szegerdõ,8732
Somogysámson,8733
Somogyzsitfa,8734
Csákány,8735
Szõkedencs,8736
Somogysimonyi,8737
Nemesvid,8738
Nagyszakácsi,8739
Zalaapáti,8741
Bókaháza,8741
Esztergályhorváti,8742
Zalaszabar,8743
Orosztony,8744
Kerecseny,8745
Nagyrada,8746
Garabonc,8747
Zalamerenye,8747
Zalakaros,8749
Zalakomár - Kiskomárom,8751
Zalakomár - Komárváros,8752
Balatonmagyaród,8753
Galambok,8754
Nagyrécse,8756
Csapi,8756
Kisrécse,8756
Zalasárszeg,8756
Pacsa,8761
Zalaigrice,8761
Szentpéterúr,8762
Gétye,8762
Dióskál,8764
Zalaszentmárton,8764
Egeraracsa,8765
Felsõrajk,8767
Alsórajk,8767
Pötréte,8767
Hahót,8771
Zalaszentbalázs,8772
Börzönce,8772
Pölöskefõ,8773
Kacorlak,8773
Gelse,8774
Gelsesziget,8774
Kilimán,8774
Magyarszerdahely,8776
Bocska,8776
Magyarszentmiklós,8776
Hosszúvölgy,8777
Fûzvölgy,8777
Homokkomárom,8777
Újudvar,8778
Zalacsány,8782
Ligetfalva,8782
Tilaj,8782
Kehidakustány,8784
Zalaszentgrót - Zalakoppány,8785
